routenummer,bezoekdatum,soort,wetenschappelijke naam,sectie,aantal
2097,28-08-18 16:00,icarusblauwtje,Polyommatus icarus,7,1
2097,28-08-18 16:00,icarusblauwtje,Polyommatus icarus,8,1
2097,28-08-18 16:00,klein koolwitje,Pieris rapae,3,1
2097,28-08-18 16:00,klein koolwitje,Pieris rapae,5,1
2097,28-08-18 16:00,klein koolwitje,Pieris rapae,8,1
2097,03-09-18 13:30,icarusblauwtje,Polyommatus icarus,2,2
2097,03-09-18 13:30,icarusblauwtje,Polyommatus icarus,3,3
2097,03-09-18 13:30,icarusblauwtje,Polyommatus icarus,4,4
2097,03-09-18 13:30,kleine vuurvlinder,Lycaena phlaeas,4,2
2097,05-04-19 12:38,NVT,,0,0
2097,07-04-19 14:55,NVT,,0,0
2097,17-04-19 11:12,NVT,,0,0
2097,18-04-19 15:30,NVT,,0,0
2097,20-04-19 15:15,NVT,,0,0
2097,21-04-19 16:30,klein koolwitje,Pieris rapae,1,1
2097,18-05-19 15:45,groot koolwitje,Pieris brassicae,8,1
2097,18-05-19 15:45,klein koolwitje,Pieris rapae,3,2
2097,23-05-19 16:00,klein koolwitje,Pieris rapae,5,1
2097,09-06-19 13:30,distelvlinder,Vanessa cardui,7,1
2097,10-06-19 14:00,NVT,,0,0
2097,18-06-19 14:00,distelvlinder,Vanessa cardui,6,1
2097,18-06-19 14:00,icarusblauwtje,Polyommatus icarus,7,1
2097,18-06-19 14:00,klein koolwitje,Pieris rapae,6,1
2097,23-06-19 14:40,distelvlinder,Vanessa cardui,3,1
2097,23-06-19 14:40,distelvlinder,Vanessa cardui,5,1
2097,23-06-19 14:40,distelvlinder,Vanessa cardui,6,2
2097,23-06-19 14:40,groot koolwitje,Pieris brassicae,3,1
2097,23-06-19 14:40,groot koolwitje,Pieris brassicae,4,1
2097,23-06-19 14:40,groot koolwitje,Pieris brassicae,6,1
2097,01-07-19 16:15,NVT,,0,0
2097,02-07-19 10:55,distelvlinder,Vanessa cardui,1,1
2097,02-07-19 10:55,distelvlinder,Vanessa cardui,5,1
2097,02-07-19 10:55,groot koolwitje,Pieris brassicae,8,1
2097,02-07-19 10:55,klein koolwitje,Pieris rapae,4,1
2097,02-07-19 10:55,klein koolwitje,Pieris rapae,5,1
2097,11-07-19 15:50,dagpauwoog,Aglais io,4,1
2097,11-07-19 15:50,distelvlinder,Vanessa cardui,5,1
2097,11-07-19 15:50,distelvlinder,Vanessa cardui,7,1
2097,11-07-19 15:50,klein koolwitje,Pieris rapae,7,1
2097,16-07-19 13:40,groot koolwitje,Pieris brassicae,1,1
2097,16-07-19 13:40,icarusblauwtje,Polyommatus icarus,4,2
2097,16-07-19 13:40,klein koolwitje,Pieris rapae,1,1
2097,19-07-19 15:00,atalanta,Vanessa atalanta,5,1
2097,19-07-19 15:00,dagpauwoog,Aglais io,4,2
2097,19-07-19 15:00,dagpauwoog,Aglais io,7,1
2097,19-07-19 15:00,icarusblauwtje,Polyommatus icarus,7,2
2097,19-07-19 15:00,klein koolwitje,Pieris rapae,1,1
2097,19-07-19 15:00,klein koolwitje,Pieris rapae,2,1
2097,19-07-19 15:00,klein koolwitje,Pieris rapae,5,2
2097,19-07-19 15:00,klein koolwitje,Pieris rapae,7,1
2097,19-07-19 15:00,klein koolwitje,Pieris rapae,8,2
2097,29-07-19 16:00,atalanta,Vanessa atalanta,4,1
2097,29-07-19 16:00,distelvlinder,Vanessa cardui,4,1
2097,29-07-19 16:00,distelvlinder,Vanessa cardui,5,4
2097,29-07-19 16:00,icarusblauwtje,Polyommatus icarus,2,1
2097,29-07-19 16:00,icarusblauwtje,Polyommatus icarus,4,1
2097,29-07-19 16:00,icarusblauwtje,Polyommatus icarus,5,1
2097,29-07-19 16:00,icarusblauwtje,Polyommatus icarus,7,3
2097,29-07-19 16:00,koninginnenpage,Papilio machaon,5,1
2097,04-08-19 14:00,atalanta,Vanessa atalanta,5,1
2097,04-08-19 14:00,distelvlinder,Vanessa cardui,4,2
2097,04-08-19 14:00,distelvlinder,Vanessa cardui,5,2
2097,04-08-19 14:00,icarusblauwtje,Polyommatus icarus,3,4
2097,04-08-19 14:00,icarusblauwtje,Polyommatus icarus,7,3
2097,04-08-19 14:00,klein koolwitje,Pieris rapae,4,1
2097,04-08-19 14:00,klein koolwitje,Pieris rapae,7,1
2097,14-08-19 15:00,icarusblauwtje,Polyommatus icarus,2,1
2097,14-08-19 15:00,klein koolwitje,Pieris rapae,2,2
2097,14-08-19 15:00,klein koolwitje,Pieris rapae,5,2
2097,14-08-19 15:00,klein koolwitje,Pieris rapae,7,1
2097,14-08-19 15:00,klein koolwitje,Pieris rapae,8,1
2097,30-08-19 15:55,icarusblauwtje,Polyommatus icarus,7,2
2097,01-09-19 14:55,icarusblauwtje,Polyommatus icarus,5,1
2097,01-09-19 14:55,klein koolwitje,Pieris rapae,7,1
2097,01-09-19 14:55,kleine vuurvlinder,Lycaena phlaeas,4,1
2097,14-09-19 15:40,klein koolwitje,Pieris rapae,6,1
2097,15-09-19 12:55,icarusblauwtje,Polyommatus icarus,6,1
2097,15-09-19 12:55,klein koolwitje,Pieris rapae,4,1
2097,05-04-20 12:35,NVT,,0,0
2097,11-04-20 13:00,klein koolwitje,Pieris rapae,2,1
2097,23-04-20 13:00,klein koolwitje,Pieris rapae,8,1
2097,06-05-20 14:15,klein geaderd witje,Pieris napi,7,1
2097,06-05-20 14:15,klein koolwitje,Pieris rapae,3,1
2097,06-05-20 14:15,klein koolwitje,Pieris rapae,4,1
2097,06-05-20 14:15,citroenvlinder,Gonepteryx rhamni,4,1
2097,06-05-20 14:15,citroenvlinder,Gonepteryx rhamni,6,1
2097,07-05-20 10:15,groot koolwitje,Pieris brassicae,4,1
2097,07-05-20 10:15,klein koolwitje,Pieris rapae,5,1
2097,07-05-20 10:15,bruin blauwtje,Aricia agestis,4,1
2097,17-05-20 16:12,klein koolwitje,Pieris rapae,7,1
2097,21-05-20 10:23,icarusblauwtje,Polyommatus icarus,4,2
2097,26-05-20 10:43,bruin blauwtje,Aricia agestis,3,1
2097,26-05-20 10:43,icarusblauwtje,Polyommatus icarus,3,1
2097,02-06-20 15:45,icarusblauwtje,Polyommatus icarus,3,1
2097,12-06-20 10:30,NVT,,0,0
2097,19-06-20 14:30,klein koolwitje,Pieris rapae,1,4
2097,19-06-20 14:30,klein koolwitje,Pieris rapae,3,2
2097,19-06-20 14:30,klein koolwitje,Pieris rapae,4,2
2097,19-06-20 14:30,klein koolwitje,Pieris rapae,7,1
2097,19-06-20 14:30,klein koolwitje,Pieris rapae,8,1
2097,23-06-20 14:30,groot koolwitje,Pieris brassicae,7,1
2097,23-06-20 14:30,klein koolwitje,Pieris rapae,1,4
2097,23-06-20 14:30,klein koolwitje,Pieris rapae,2,5
2097,23-06-20 14:30,klein koolwitje,Pieris rapae,3,2
2097,23-06-20 14:30,klein koolwitje,Pieris rapae,4,4
2097,23-06-20 14:30,klein koolwitje,Pieris rapae,5,1
2097,23-06-20 14:30,klein koolwitje,Pieris rapae,7,2
2097,23-06-20 14:30,klein koolwitje,Pieris rapae,8,4
2097,12-07-20 11:04,atalanta,Vanessa atalanta,5,1
2097,12-07-20 11:04,bruin blauwtje,Aricia agestis,7,1
2097,12-07-20 11:04,bruin blauwtje,Aricia agestis,8,1
2097,12-07-20 11:04,dagpauwoog,Aglais io,7,1
2097,12-07-20 11:04,groot koolwitje,Pieris brassicae,5,1
2097,12-07-20 11:04,icarusblauwtje,Polyommatus icarus,5,11
2097,12-07-20 11:04,icarusblauwtje,Polyommatus icarus,7,2
2097,12-07-20 11:04,icarusblauwtje,Polyommatus icarus,8,1
2097,12-07-20 11:04,klein koolwitje,Pieris rapae,1,1
2097,12-07-20 11:04,klein koolwitje,Pieris rapae,5,1
2097,12-07-20 11:04,klein koolwitje,Pieris rapae,6,2
2097,23-07-20 14:17,groot koolwitje,Pieris brassicae,5,1
2097,23-07-20 14:17,icarusblauwtje,Polyommatus icarus,1,1
2097,23-07-20 14:17,icarusblauwtje,Polyommatus icarus,2,2
2097,23-07-20 14:17,icarusblauwtje,Polyommatus icarus,3,2
2097,23-07-20 14:17,icarusblauwtje,Polyommatus icarus,4,1
2097,23-07-20 14:17,icarusblauwtje,Polyommatus icarus,5,2
2097,23-07-20 14:17,icarusblauwtje,Polyommatus icarus,6,2
2097,23-07-20 14:17,icarusblauwtje,Polyommatus icarus,7,6
2097,23-07-20 14:17,icarusblauwtje,Polyommatus icarus,8,2
2097,02-08-20 14:53,icarusblauwtje,Polyommatus icarus,1,1
2097,02-08-20 14:53,icarusblauwtje,Polyommatus icarus,2,1
2097,02-08-20 14:53,icarusblauwtje,Polyommatus icarus,3,2
2097,02-08-20 14:53,icarusblauwtje,Polyommatus icarus,4,2
2097,02-08-20 14:53,icarusblauwtje,Polyommatus icarus,5,2
2097,02-08-20 14:53,klein koolwitje,Pieris rapae,1,2
2097,02-08-20 14:53,klein koolwitje,Pieris rapae,5,1
2097,02-08-20 14:53,klein koolwitje,Pieris rapae,7,1
2097,09-08-20 10:06,icarusblauwtje,Polyommatus icarus,1,1
2097,09-08-20 10:06,icarusblauwtje,Polyommatus icarus,2,1
2097,09-08-20 10:06,icarusblauwtje,Polyommatus icarus,3,3
2097,09-08-20 10:06,icarusblauwtje,Polyommatus icarus,4,2
2097,09-08-20 10:06,icarusblauwtje,Polyommatus icarus,7,1
2097,09-08-20 10:06,icarusblauwtje,Polyommatus icarus,8,1
2097,09-08-20 10:06,klein koolwitje,Pieris rapae,1,3
2097,09-08-20 10:06,klein koolwitje,Pieris rapae,2,2
2097,09-08-20 10:06,klein koolwitje,Pieris rapae,4,3
2097,09-08-20 10:06,klein koolwitje,Pieris rapae,8,1
2097,16-08-20 11:09,atalanta,Vanessa atalanta,4,1
2097,16-08-20 11:09,icarusblauwtje,Polyommatus icarus,2,1
2097,16-08-20 11:09,icarusblauwtje,Polyommatus icarus,3,3
2097,16-08-20 11:09,icarusblauwtje,Polyommatus icarus,7,1
2097,16-08-20 11:09,icarusblauwtje,Polyommatus icarus,8,1
2097,16-08-20 11:09,klein koolwitje,Pieris rapae,4,2
2097,16-08-20 11:09,klein koolwitje,Pieris rapae,5,1
2097,16-08-20 11:09,klein koolwitje,Pieris rapae,7,1
2097,16-08-20 11:09,klein koolwitje,Pieris rapae,8,3
2097,28-08-20 10:00,icarusblauwtje,Polyommatus icarus,8,2
2097,28-08-20 10:00,klein koolwitje,Pieris rapae,2,1
2097,28-08-20 10:00,klein koolwitje,Pieris rapae,3,1
2097,28-08-20 10:00,klein koolwitje,Pieris rapae,5,1
2097,28-08-20 10:00,klein koolwitje,Pieris rapae,8,3
2097,06-09-20 15:07,bruin blauwtje,Aricia agestis,4,1
2097,06-09-20 15:07,icarusblauwtje,Polyommatus icarus,1,1
2097,06-09-20 15:07,icarusblauwtje,Polyommatus icarus,4,2
2097,06-09-20 15:07,icarusblauwtje,Polyommatus icarus,5,1
2097,06-09-20 15:07,icarusblauwtje,Polyommatus icarus,6,1
2097,06-09-20 15:07,icarusblauwtje,Polyommatus icarus,7,2
2097,06-09-20 15:07,icarusblauwtje,Polyommatus icarus,8,4
2097,06-09-20 15:07,klein koolwitje,Pieris rapae,1,1
2097,06-09-20 15:07,klein koolwitje,Pieris rapae,7,1
2097,15-09-20 11:36,bruin blauwtje,Aricia agestis,4,1
2097,15-09-20 11:36,bruin blauwtje,Aricia agestis,6,1
2097,15-09-20 11:36,bruin blauwtje,Aricia agestis,8,1
2097,15-09-20 11:36,icarusblauwtje,Polyommatus icarus,1,1
2097,15-09-20 11:36,icarusblauwtje,Polyommatus icarus,2,1
2097,15-09-20 11:36,icarusblauwtje,Polyommatus icarus,3,6
2097,15-09-20 11:36,icarusblauwtje,Polyommatus icarus,4,6
2097,15-09-20 11:36,icarusblauwtje,Polyommatus icarus,5,2
2097,15-09-20 11:36,icarusblauwtje,Polyommatus icarus,6,3
2097,15-09-20 11:36,icarusblauwtje,Polyommatus icarus,7,2
2097,15-09-20 11:36,icarusblauwtje,Polyommatus icarus,8,3
2097,15-09-20 11:36,klein koolwitje,Pieris rapae,1,1
2097,15-09-20 11:36,klein koolwitje,Pieris rapae,2,2
2097,15-09-20 11:36,klein koolwitje,Pieris rapae,4,1
2097,15-09-20 11:36,klein koolwitje,Pieris rapae,5,1
2097,15-09-20 11:36,klein koolwitje,Pieris rapae,6,1
2097,15-09-20 11:36,klein koolwitje,Pieris rapae,8,1
2097,20-09-20 15:16,icarusblauwtje,Polyommatus icarus,1,1
2097,20-09-20 15:16,icarusblauwtje,Polyommatus icarus,2,1
2097,20-09-20 15:16,icarusblauwtje,Polyommatus icarus,3,2
2097,20-09-20 15:16,icarusblauwtje,Polyommatus icarus,4,2
2097,20-09-20 15:16,icarusblauwtje,Polyommatus icarus,5,1
2097,20-09-20 15:16,icarusblauwtje,Polyommatus icarus,6,2
2097,20-09-20 15:16,icarusblauwtje,Polyommatus icarus,7,4
2097,20-09-20 15:16,icarusblauwtje,Polyommatus icarus,8,10
2097,20-09-20 15:16,klein koolwitje,Pieris rapae,1,1
2097,20-09-20 15:16,klein koolwitje,Pieris rapae,2,2
2097,20-09-20 15:16,klein koolwitje,Pieris rapae,4,2
2097,20-09-20 15:16,klein koolwitje,Pieris rapae,5,2
2097,20-09-20 15:16,klein koolwitje,Pieris rapae,8,2
2097,20-09-20 15:16,kleine vuurvlinder,Lycaena phlaeas,4,1
2097,29-09-20 13:54,icarusblauwtje,Polyommatus icarus,2,1
2097,29-09-20 13:54,klein koolwitje,Pieris rapae,4,1
2097,29-09-20 13:54,klein koolwitje,Pieris rapae,5,1
2097,29-09-20 13:54,klein koolwitje,Pieris rapae,6,1
2097,29-09-20 13:54,klein koolwitje,Pieris rapae,7,1
2097,29-09-20 13:54,klein koolwitje,Pieris rapae,8,2
2097,29-09-20 13:54,bont zandoogje,Pararge aegeria,4,1
